Station,Country,Year,Extreme_Precipitation,Mean,Anomaly,AnoPosit,AnoNeg
AGADEZ,Niger,1983,13.05201,25.7985140512821,-12.7465040512821,0,-12.7465040512821
AGADEZ,Niger,1984,1.918555,25.7985140512821,-23.8799590512821,0,-23.8799590512821
AGADEZ,Niger,1985,28.03509,25.7985140512821,2.23657594871795,2.23657594871795,0
AGADEZ,Niger,1986,11.2723,25.7985140512821,-14.5262140512821,0,-14.5262140512821
AGADEZ,Niger,1987,7.42929,25.7985140512821,-18.3692240512821,0,-18.3692240512821
AGADEZ,Niger,1988,22.29044,25.7985140512821,-3.50807405128205,0,-3.50807405128205
AGADEZ,Niger,1989,15.48375,25.7985140512821,-10.3147640512821,0,-10.3147640512821
AGADEZ,Niger,1990,14.05744,25.7985140512821,-11.7410740512821,0,-11.7410740512821
AGADEZ,Niger,1991,34.36871,25.7985140512821,8.57019594871795,8.57019594871795,0
AGADEZ,Niger,1992,16.00199,25.7985140512821,-9.79652405128205,0,-9.79652405128205
AGADEZ,Niger,1993,42.78513,25.7985140512821,16.986615948718,16.986615948718,0
AGADEZ,Niger,1994,19.64822,25.7985140512821,-6.15029405128205,0,-6.15029405128205
AGADEZ,Niger,1995,7.396383,25.7985140512821,-18.4021310512821,0,-18.4021310512821
AGADEZ,Niger,1996,12.22302,25.7985140512821,-13.5754940512821,0,-13.5754940512821
AGADEZ,Niger,1997,17.0456,25.7985140512821,-8.75291405128205,0,-8.75291405128205
AGADEZ,Niger,1998,30.49982,25.7985140512821,4.70130594871795,4.70130594871795,0
AGADEZ,Niger,1999,33.50306,25.7985140512821,7.70454594871795,7.70454594871795,0
AGADEZ,Niger,2000,22.29961,25.7985140512821,-3.49890405128205,0,-3.49890405128205
AGADEZ,Niger,2001,14.90237,25.7985140512821,-10.8961440512821,0,-10.8961440512821
AGADEZ,Niger,2002,21.85975,25.7985140512821,-3.93876405128205,0,-3.93876405128205
AGADEZ,Niger,2003,28.44555,25.7985140512821,2.64703594871795,2.64703594871795,0
AGADEZ,Niger,2004,54.03336,25.7985140512821,28.234845948718,28.234845948718,0
AGADEZ,Niger,2005,29.45631,25.7985140512821,3.65779594871795,3.65779594871795,0
AGADEZ,Niger,2006,36.99591,25.7985140512821,11.197395948718,11.197395948718,0
AGADEZ,Niger,2007,34.11328,25.7985140512821,8.31476594871795,8.31476594871795,0
AGADEZ,Niger,2008,19.76403,25.7985140512821,-6.03448405128205,0,-6.03448405128205
AGADEZ,Niger,2009,46.59702,25.7985140512821,20.798505948718,20.798505948718,0
AGADEZ,Niger,2010,37.21783,25.7985140512821,11.4193159487179,11.4193159487179,0
AGADEZ,Niger,2011,34.60523,25.7985140512821,8.80671594871795,8.80671594871795,0
AGADEZ,Niger,2012,28.14648,25.7985140512821,2.34796594871795,2.34796594871795,0
AGADEZ,Niger,2013,40.60229,25.7985140512821,14.803775948718,14.803775948718,0
AGADEZ,Niger,2014,16.95715,25.7985140512821,-8.84136405128205,0,-8.84136405128205
AGADEZ,Niger,2015,36.48944,25.7985140512821,10.690925948718,10.690925948718,0
AGADEZ,Niger,2016,30.09593,25.7985140512821,4.29741594871795,4.29741594871795,0
AGADEZ,Niger,2017,21.44816,25.7985140512821,-4.35035405128205,0,-4.35035405128205
AGADEZ,Niger,2018,34.34377,25.7985140512821,8.54525594871795,8.54525594871795,0
AGADEZ,Niger,2019,35.855,25.7985140512821,10.0564859487179,10.0564859487179,0
AGADEZ,Niger,2020,27.06944,25.7985140512821,1.27092594871795,1.27092594871795,0
AGADEZ,Niger,2021,27.83333,25.7985140512821,2.03481594871795,2.03481594871795,0
